"hh_number","hh_size_1","hh_size_2","hh_size_3","hh_size_4","hh_size_5","hh_size_6","hh_size_7"
2516,1,2,1,2,2,5,3
2517,1,1,1,2,5,2,7
2518,1,1,1,3,4,5,5
2519,1,1,1,1,2,6,6
2520,1,2,3,4,1,5,7
2521,1,1,2,4,5,2,4
2522,1,2,1,4,4,3,6
2523,1,1,2,3,2,1,3
2524,1,1,2,4,5,4,1
2525,1,2,1,3,3,2,6
2526,1,2,1,2,2,3,6
2527,1,2,1,3,2,1,6
2528,1,2,2,3,3,4,7
2529,1,1,1,2,2,3,2
2530,1,1,2,2,2,6,4
2531,1,1,3,4,1,6,7
2532,1,1,3,2,3,3,7
2533,1,1,1,2,4,4,1
2534,1,1,3,2,3,5,3
2535,1,2,2,4,1,3,5
2536,1,1,2,1,2,5,6
2537,1,2,1,3,4,6,6
2538,1,1,2,1,2,5,1
2539,1,1,2,4,4,4,4
2540,1,2,3,3,3,4,4
2541,1,2,1,4,3,2,7
2542,1,1,2,4,3,5,5
2543,1,2,3,3,1,3,6
2544,1,2,1,2,3,2,4
2545,1,2,2,3,2,6,2
2546,1,1,3,4,3,1,3
2547,1,2,2,1,4,3,2
2548,1,2,2,3,5,5,2
2549,1,2,1,1,3,6,4
2550,1,2,3,2,4,6,1
2551,1,1,1,1,3,5,5
2552,1,1,3,3,2,2,3
2553,1,2,1,4,2,5,4
2554,1,2,3,3,4,6,7
2555,1,2,1,4,2,2,2
2556,1,1,1,1,1,2,1
2557,1,2,1,1,5,1,6
2558,1,1,3,1,3,4,4
2559,1,1,1,2,2,1,5
2560,1,2,1,3,4,1,6
2561,1,2,1,1,3,4,3
2562,1,2,2,4,3,4,2
2563,1,1,2,4,3,6,1
2564,1,2,1,4,1,2,1
2565,1,1,3,1,4,5,4
2566,1,1,1,2,4,4,7
2567,1,1,2,3,5,3,6
2568,1,1,1,1,4,5,7
2569,1,2,1,3,2,4,5
2570,1,1,3,4,4,2,5
2571,1,2,3,4,1,1,1
2572,1,2,2,3,2,5,5
2573,1,2,1,2,2,4,2
2574,1,2,2,1,4,1,6
2575,1,1,1,2,2,1,6
2576,1,2,3,4,1,2,1
2577,1,2,2,3,1,6,4
2578,1,1,3,2,1,5,7
2579,1,1,3,4,3,4,7
2580,1,2,1,2,2,1,6
2581,1,2,1,1,4,4,3
2582,1,1,3,4,3,5,1
2583,1,2,1,3,4,2,4
2584,1,2,2,3,1,6,1
2585,1,2,2,3,3,5,3
2586,1,2,2,2,3,1,4
2587,1,1,1,3,4,5,2
2588,1,2,1,2,3,4,4
2589,1,1,3,1,4,1,7
2590,1,2,1,4,2,3,1
2591,1,2,3,4,1,3,2
2592,1,1,3,4,4,3,2
2593,1,2,2,2,5,4,5
2594,1,2,1,2,1,6,6
2595,1,2,2,1,2,3,7
2596,1,1,2,4,1,1,4
2597,1,1,3,2,4,3,5
2598,1,2,2,1,5,6,4
2599,1,2,3,2,2,6,4
2600,1,1,3,4,3,2,5
2601,1,1,2,4,3,2,4
2602,1,1,1,1,5,3,5
2603,1,2,1,4,4,2,4
2604,1,1,2,4,4,1,5
2605,1,1,3,2,3,4,4
2606,1,2,1,1,4,5,5
2607,1,2,2,4,5,6,5
2608,1,1,1,3,1,5,1
2609,1,1,1,2,3,3,6
2610,1,2,2,3,2,6,7
2611,1,2,2,4,2,2,5
2612,1,2,3,1,1,4,1
2613,1,1,3,2,1,1,2
2614,1,2,3,3,1,3,4
2615,1,1,3,3,1,1,5
2616,1,1,2,2,1,4,6
2617,1,2,1,2,4,4,5
2618,1,2,1,2,2,3,3
2619,1,2,2,2,3,2,3
2620,1,1,1,4,3,2,4
2621,1,2,3,4,1,4,6
2622,1,1,1,4,5,2,5
2623,1,1,2,4,3,2,2
2624,1,2,3,1,2,1,1
2625,1,1,1,1,2,6,6
2626,1,1,3,1,2,1,2
2627,1,2,1,4,3,2,1
2628,1,2,2,2,3,4,5
2629,1,1,2,4,1,6,2
2630,1,2,2,2,1,6,3
2631,1,2,1,2,4,5,4
2632,1,2,3,3,1,3,4
2633,1,2,1,3,2,5,3
2634,1,1,2,4,2,4,5
2635,1,1,3,4,3,3,4
2636,1,1,2,1,5,3,3
2637,1,1,3,2,5,3,6
2638,1,1,2,4,3,4,3
2639,1,1,1,1,4,5,3
2640,1,1,1,2,3,5,5
2641,1,2,1,2,5,3,4
2642,1,2,2,1,2,3,5
2643,1,2,3,4,1,4,7
2644,1,1,2,3,1,5,1
2645,1,2,2,1,2,4,6
2646,1,2,1,1,4,6,1
2647,1,1,2,4,5,3,2
2648,1,1,1,1,1,4,2
2649,1,2,1,2,3,4,4
2650,1,2,2,3,2,1,5
2651,1,2,2,1,4,1,5
2652,1,2,2,4,4,2,7
2653,1,1,1,1,1,6,5
2654,1,2,3,2,2,2,5
2655,1,2,1,1,1,5,3
2656,1,1,3,2,2,2,5
2657,1,1,2,3,2,1,1
2658,1,2,2,1,1,5,2
2659,1,1,2,1,5,6,7
2660,1,1,2,1,2,3,1
2661,1,2,2,1,5,5,6
2662,1,1,2,2,3,3,2
2663,1,1,2,3,1,2,7
2664,1,1,2,1,5,1,7
2665,1,2,3,4,3,2,4
2666,1,2,3,4,1,2,5
2667,1,1,3,2,4,5,7
2668,1,2,2,4,5,6,4
2669,1,2,3,2,5,4,1
2670,1,2,3,1,5,2,6
2671,1,1,1,4,2,3,7
2672,1,2,3,3,5,1,5
2673,1,2,2,3,1,4,2
2674,1,1,3,2,3,4,1
2675,1,1,3,3,1,2,3
2676,1,1,3,2,1,2,5
2677,1,2,2,3,2,6,6
2678,1,1,3,1,4,3,5
2679,1,1,3,1,5,4,3
2680,1,2,2,3,1,4,6
2681,1,2,3,1,1,6,3
2682,1,2,2,3,5,5,5
2683,1,2,1,1,4,4,6
2684,1,1,2,1,2,1,1
2685,1,1,1,2,4,6,5
2686,1,1,2,4,3,5,3
2687,1,1,2,1,2,2,7
2688,1,1,3,3,1,3,6
2689,1,1,2,1,3,6,3
2690,1,2,3,4,1,2,7
2691,1,1,3,2,2,2,2
2692,1,1,1,3,5,4,2
2693,1,1,1,3,5,2,5
2694,1,2,1,1,1,6,6
2695,1,1,1,1,3,2,3
2696,1,2,1,3,5,5,4
2697,1,2,1,2,3,3,3
2698,1,1,1,1,1,4,4
2699,1,1,2,2,5,6,4
2700,1,1,1,2,1,3,7
2701,1,2,3,3,3,4,4
2702,1,2,1,3,3,4,2
2703,1,2,1,4,1,3,5
2704,1,2,3,1,4,1,5
2705,1,1,3,3,2,1,1
2706,1,2,3,1,5,6,5
2707,1,1,1,3,5,3,4
2708,1,2,1,4,2,1,5
2709,1,2,3,4,5,4,2
2710,1,1,1,3,3,4,5
2711,1,1,3,4,4,3,4
2712,1,1,3,2,4,5,1
2713,1,1,3,4,2,6,4
2714,1,1,1,1,5,1,7
2715,1,2,1,1,2,5,6
2716,1,1,2,2,3,3,3
2717,1,1,3,3,2,3,7
2718,1,1,3,3,1,6,5
2719,1,2,1,4,2,1,2
2720,1,2,1,1,2,5,6
2721,1,1,3,3,1,6,2
2722,1,1,3,2,1,5,5
2723,1,2,1,4,4,6,5
2724,1,1,3,1,5,6,3
2725,1,2,1,3,5,4,4
2726,1,1,1,3,4,1,5
2727,1,1,1,3,2,3,2
2728,1,1,2,1,1,3,7
2729,1,1,1,3,5,3,7
2730,1,2,2,1,5,2,4
2731,1,2,1,3,5,4,7
2732,1,1,1,1,5,2,6
2733,1,1,1,2,2,4,1
2734,1,1,3,4,5,3,1
2735,1,2,2,1,2,1,6
2736,1,2,1,3,2,1,6
2737,1,1,1,3,2,6,4
2738,1,1,2,1,1,1,3
2739,1,1,2,4,5,2,5
2740,1,1,2,1,5,4,3
2741,1,2,2,3,3,2,7
2742,1,2,2,3,3,3,4
2743,1,2,2,4,4,4,7
2744,1,1,2,4,5,1,2
2745,1,2,2,3,2,3,5
2746,1,1,2,3,2,1,7
2747,1,1,3,4,5,3,4
2748,1,2,2,1,5,1,4
2749,1,2,3,3,2,6,1
2750,1,2,3,4,4,1,4
2751,1,1,3,2,5,5,6
2752,1,2,2,3,2,3,6
2753,1,2,1,3,5,2,3
2754,1,2,3,3,2,1,4
2755,1,2,1,2,5,2,5
2756,1,2,3,2,1,5,7
2757,1,1,3,3,2,5,7
2758,1,2,2,2,4,4,6
2759,1,2,1,3,1,6,5
2760,1,1,3,2,4,3,7
2761,1,1,2,4,1,4,2
2762,1,1,1,2,4,5,7
2763,1,1,1,1,3,1,3
2764,1,2,1,4,4,1,2
2765,1,2,2,4,5,5,4
2766,1,2,1,4,4,2,1
2767,1,1,3,4,2,2,5
2768,1,1,2,3,3,2,4
2769,1,2,1,1,1,1,5
2770,1,1,2,1,4,2,7
2771,1,2,3,2,3,1,4
2772,1,2,1,1,2,4,1
2773,1,1,3,4,3,2,7
2774,1,2,3,3,2,2,1
2775,1,1,1,3,1,5,4
2776,1,2,2,4,5,6,5
2777,1,2,1,4,2,2,4
2778,1,1,1,2,2,2,3
2779,1,1,2,4,1,4,7
2780,1,2,1,2,2,4,4
2781,1,1,2,1,4,2,2
2782,1,2,3,1,5,5,4
2783,1,1,1,4,4,1,6
2784,1,1,1,3,2,2,4
2785,1,2,3,1,5,4,2
2786,1,2,1,1,4,3,1
2787,1,1,3,1,2,3,2
2788,1,1,1,1,2,6,4
2789,1,1,3,1,5,6,5
2790,1,1,2,4,5,5,5
2791,1,2,2,3,3,1,7
2792,1,2,2,4,5,5,4
2793,1,2,3,4,4,5,7
2794,1,1,1,4,2,2,4
2795,1,1,2,1,2,5,1
2796,1,2,1,4,1,6,3
2797,1,2,2,3,1,4,5
2798,1,2,3,2,4,2,4
2799,1,1,3,4,2,5,2
2800,1,2,1,2,1,1,2
2801,1,1,1,1,1,5,3
2802,1,2,1,2,5,5,4
2803,1,2,1,1,2,1,5
2804,1,2,1,4,2,4,3
2805,1,2,3,3,1,6,7
2806,1,1,1,4,1,4,3
2807,1,2,1,2,5,1,3
2808,1,2,3,3,2,6,5
2809,1,2,3,3,1,3,4
2810,1,2,2,4,1,5,7
2811,1,2,1,4,5,5,5
2812,1,2,3,1,3,6,7
2813,1,1,1,2,1,6,6
2814,1,1,3,4,5,6,1
2815,1,2,2,3,4,6,6
2816,1,1,1,2,4,4,2
2817,1,1,1,2,3,2,4
2818,1,2,1,2,3,5,3
2819,1,2,2,3,3,6,2
2820,1,2,3,1,4,5,3
2821,1,1,2,4,1,1,4
2822,1,2,3,3,4,2,2
2823,1,2,2,3,5,6,4
2824,1,2,3,4,4,6,4
2825,1,1,3,4,3,6,7
2826,1,1,1,3,1,5,3
2827,1,1,1,3,4,1,1
2828,1,1,2,4,5,4,1
2829,1,2,3,4,1,6,6
2830,1,1,3,3,5,1,4
2831,1,2,2,3,2,4,7
2832,1,1,3,1,3,3,7
2833,1,1,2,4,4,5,7
2834,1,1,3,4,4,6,7
2835,1,1,2,4,5,5,1
2836,1,2,1,2,5,6,2
2837,1,1,1,1,1,2,4
2838,1,2,2,2,2,6,3
2839,1,1,2,3,4,4,4
2840,1,2,1,3,3,1,4
2841,1,1,3,1,2,3,6
2842,1,1,1,2,1,6,4
2843,1,2,1,2,2,3,1
2844,1,1,2,1,5,6,6
2845,1,2,3,3,4,3,6
2846,1,1,2,4,2,4,2
2847,1,1,1,3,2,1,6
2848,1,2,1,3,2,2,1
2849,1,1,3,2,5,6,4
2850,1,1,3,4,2,3,2
2851,1,1,1,2,2,4,7
2852,1,1,3,4,5,1,7
2853,1,1,2,1,4,6,2
2854,1,2,3,4,5,3,6
2855,1,1,1,1,2,4,5
2856,1,2,3,1,1,2,4
2857,1,1,3,4,3,2,4
2858,1,2,1,2,5,2,5
2859,1,1,1,1,1,5,5
2860,1,1,2,4,1,1,7
2861,1,2,1,3,5,5,6
2862,1,1,2,1,4,3,1
2863,1,1,2,1,5,6,7
2864,1,2,2,4,4,3,1
2865,1,1,3,3,4,5,1
2866,1,2,3,4,2,5,6
2867,1,1,1,4,4,5,2
2868,1,1,1,3,4,3,1
2869,1,1,2,2,5,1,4
2870,1,2,2,2,3,6,2
2871,1,2,3,2,1,3,7
2872,1,2,3,2,4,4,4
2873,1,2,1,1,3,3,4
2874,1,2,1,2,1,6,5
2875,1,2,2,3,2,2,3
2876,1,1,3,1,2,6,5
2877,1,2,3,1,4,3,3
2878,1,2,3,2,4,4,6
2879,1,1,2,3,4,3,7
2880,1,2,3,3,5,5,4
2881,1,1,2,2,3,1,5
2882,1,1,2,1,1,6,2
2883,1,1,3,4,5,1,1
2884,1,2,1,2,4,1,1
2885,1,1,1,3,1,6,5
2886,1,1,1,2,2,2,4
2887,1,1,3,3,4,1,5
2888,1,2,3,1,1,6,1
2889,1,2,1,4,3,6,7
2890,1,1,3,1,5,4,7
2891,1,1,3,3,4,1,4
2892,1,2,3,1,1,2,1
2893,1,1,1,2,1,6,5
2894,1,2,1,3,5,2,5
2895,1,2,2,2,1,6,7
2896,1,2,3,2,1,5,6
2897,1,2,1,1,1,2,1
2898,1,1,2,3,2,2,5
2899,1,2,2,2,2,3,2
2900,1,1,2,3,3,3,5
2901,1,2,3,1,5,4,3
2902,1,1,2,1,5,1,6
2903,1,1,1,3,3,6,3
2904,1,2,2,3,2,6,1
2905,1,2,1,1,5,6,2
2906,1,2,3,2,5,6,2
2907,1,1,3,1,5,4,5
2908,1,2,1,3,5,5,4
2909,1,1,3,4,4,4,2
2910,1,2,3,4,2,3,7
2911,1,1,3,1,1,1,5
2912,1,2,2,3,1,6,6
2913,1,2,2,4,5,6,4
2914,1,2,3,4,1,1,3
2915,1,1,2,1,1,2,1
2916,1,2,1,1,4,1,4
2917,1,1,1,3,4,4,3
2918,1,2,3,1,1,6,2
2919,1,1,3,4,3,1,5
2920,1,1,2,3,4,3,1
2921,1,1,2,1,2,2,2
2922,1,2,2,3,5,3,2
2923,1,1,2,2,2,2,4
2924,1,1,1,1,1,1,1
2925,1,1,1,4,5,5,4
2926,1,2,2,2,4,2,2
2927,1,1,3,4,2,6,1
2928,1,2,2,1,1,5,3
2929,1,2,3,4,2,6,4
2930,1,1,3,4,4,1,1
2931,1,2,3,3,2,6,7
2932,1,2,3,2,2,1,6
2933,1,2,2,3,2,3,1
2934,1,2,3,3,1,1,7
2935,1,1,3,4,3,3,4
2936,1,1,1,2,2,4,4
2937,1,1,2,1,2,4,1
2938,1,1,3,4,1,1,7
2939,1,2,2,1,5,4,3
2940,1,2,3,3,2,6,2
2941,1,2,3,4,1,6,5
2942,1,2,1,1,2,4,2
2943,1,1,1,3,1,3,5
2944,1,1,3,3,1,3,5
2945,1,1,2,2,4,4,3
2946,1,1,2,2,4,5,3
2947,1,1,1,1,4,3,6
2948,1,1,1,2,2,4,5
2949,1,2,1,1,2,4,4
2950,1,1,3,1,4,6,6
2951,1,2,2,4,5,2,7
2952,1,1,1,2,2,6,3
2953,1,2,1,1,4,6,5
2954,1,1,2,3,2,6,7
2955,1,2,2,1,3,3,6
2956,1,2,2,4,2,3,1
2957,1,1,3,3,2,5,3
2958,1,2,1,3,5,6,2
2959,1,2,2,3,2,6,4
2960,1,1,2,2,2,5,7
2961,1,2,2,2,3,2,4
2962,1,1,3,1,5,6,3
2963,1,2,2,3,3,1,5
2964,1,2,2,3,2,4,6
2965,1,2,2,2,5,5,1
2966,1,1,3,1,4,6,2
2967,1,2,2,3,4,3,7
2968,1,1,2,1,2,2,5
2969,1,1,1,4,2,4,7
2970,1,1,2,3,3,2,7
2971,1,1,3,4,2,2,6
2972,1,1,3,3,3,5,1
2973,1,1,3,2,4,4,7
2974,1,2,2,2,1,4,5
2975,1,2,1,4,4,1,2
2976,1,2,2,1,2,4,3
2977,1,2,1,4,3,1,6
2978,1,1,2,3,1,6,4
2979,1,2,2,3,3,6,6
2980,1,1,2,2,4,2,1
2981,1,1,3,1,3,6,7
2982,1,2,2,2,1,4,5
2983,1,2,3,3,3,3,5
2984,1,2,3,3,1,3,6
2985,1,1,2,4,1,3,2
2986,1,1,2,1,3,5,1
2987,1,2,3,2,4,4,2
2988,1,1,1,4,3,1,7
2989,1,2,2,1,5,3,2
2990,1,2,3,2,2,1,6
2991,1,1,1,1,3,6,1
2992,1,1,1,3,5,1,2
2993,1,2,1,3,4,4,5
2994,1,1,1,1,2,3,1
2995,1,2,3,4,4,4,7
2996,1,1,3,4,5,6,2
2997,1,1,1,3,5,2,7
2998,1,1,2,3,5,5,1
2999,1,1,3,2,5,4,3
3000,1,1,2,2,5,5,2
